,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_LATEST_lcl,LAST_DELIVERY_SCHEDULE_LATEST_lcl,CARRIER_SIZE,CARRIER_EFFICIENCY,distance,region_delivery,region_collection,parish_delivery,parish_collection
296,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.764125,-1.740145,51.398851,-1.231993,2024-01-15 04:00:00+00:00,2024-01-15 12:33:00+00:00,SMALL,OKAY,265.31932768772356,South East,Yorkshire and The Humber,Thatcham,"Bradford, unparished area"
297,3.5T Van,Box,S35 2PW,CA6 4RD,53.476537,-1.471065,54.919263,-2.965315,2024-01-12 23:59:24+00:00,2024-01-13 04:00:00+00:00,UNKNOWN_1,UNKNOWN_2,187.62062544688655,North West,Yorkshire and The Humber,Kingmoor,Ecclesfield
298,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-12 16:47:00+00:00,2024-01-12 22:45:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
299,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,IP6 0JW,53.566639,-0.919839,52.106487,1.098275,2024-01-16 18:00:00+00:00,2024-01-17 09:00:00+00:00,VERY SMALL,BAD,211.56221021641363,East of England,Yorkshire and The Humber,Great Blakenham,Hatfield
300,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,SP4 7SQ,53.537133,-1.037405,51.177012,-1.757833,2024-01-17 18:00:00+00:00,2024-01-18 08:00:00+00:00,UNKNOWN_1,UNKNOWN_2,267.0349651663401,South West,Yorkshire and The Humber,Amesbury,Armthorpe
301,Tractor Unit,Box,DN3 3FF,BT36 4PX,53.537912,-1.03357,54.671797,-6.000939,2024-01-18 23:00:00+00:00,2024-01-19 13:00:00+00:00,UNKNOWN_1,UNKNOWN_2,347.5348340876085,,Yorkshire and The Humber,,Armthorpe
302,Tractor Unit,Temperature-Controlled,EH54 8AS,BT36 4PX,55.9017,-3.580864,54.671797,-6.000939,2024-01-11 17:30:00+00:00,2024-01-12 03:00:00+00:00,UNKNOWN_1,UNKNOWN_2,205.43715918323758,,,,
304,Tractor Unit,Curtain-Side 13.6M Trailer,NN14 2WB,ASHBOURNE,52.451065,-0.822808,53.52341,-6.410445,2024-01-10 10:30:00+00:00,2024-01-11 08:00:00+00:00,VERY SMALL,GOOD,392.5756035762795,,East Midlands,,Desborough
305,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,MULLINGAR,53.293393,-1.074008,53.525595,-7.321696,2024-01-19 06:59:00+00:00,2024-01-23 19:45:00+00:00,VERY SMALL,GOOD,414.9121609313721,,East Midlands,,
306,Tractor Unit,Curtain-Side 13.6M Trailer,SK13 2NU,LE19 1WY,53.483205,-1.924197,52.601576,-1.18816,2024-01-12 10:30:00+00:00,2024-01-12 17:00:00+00:00,SMALL,OKAY,109.7219204896876,East Midlands,,Braunstone,
307,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,LU5 4RZ,53.295391,-1.066283,51.893945,-0.518006,2024-01-15 06:49:00+00:00,2024-01-15 17:33:00+00:00,VERY SMALL,BAD,160.2226751557566,East of England,East Midlands,Dunstable,
308,3.5T Van,Box,S35 2PW,LS27 0FU,53.476537,-1.471065,53.734398,-1.604189,2024-01-12 03:45:00+00:00,2024-01-12 05:30:00+00:00,BIG,GOOD,29.997294094020972,Yorkshire and The Humber,Yorkshire and The Humber,Morley,Ecclesfield
309,Tractor Unit,Curtain-Side 13.6M Trailer,WN4 8DE,LE19 1WY,53.501398,-2.64202,52.601576,-1.18816,2024-01-18 10:30:00+00:00,2024-01-18 17:00:00+00:00,UNKNOWN_1,UNKNOWN_2,139.51587025296902,East Midlands,North West,Braunstone,"Wigan, unparished area"
310,Tractor Unit,Curtain-Side 13.6M Trailer,M17 1RW,LE17 4XN,53.47243,-2.332477,52.462306,-1.246071,2024-01-13 12:30:00+00:00,2024-01-13 18:00:00+00:00,SMALL,OKAY,133.86424737907436,East Midlands,North West,Bitteswell with Bittesby,"Trafford, unparished area"
311,3.5T Van,Box,S35 2PW,LE3 8DX,53.476537,-1.471065,52.641456,-1.216005,2024-01-13 01:00:00+00:00,2024-01-13 03:30:00+00:00,BIG,GOOD,94.4376775212237,East Midlands,Yorkshire and The Humber,Glenfields,Ecclesfield
312,3.5T Van,Box,S35 2PW,LE3 8DX,53.476537,-1.471065,52.641456,-1.216005,2024-01-16 01:00:00+00:00,2024-01-16 03:30:00+00:00,BIG,GOOD,94.4376775212237,East Midlands,Yorkshire and The Humber,Glenfields,Ecclesfield
313,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-17 05:47:00+00:00,2024-01-17 11:45:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
314,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,NN14 1QG,53.566639,-0.919839,52.43322,-0.734042,2024-01-16 08:00:00+00:00,2024-01-16 16:30:00+00:00,VERY SMALL,BAD,126.68188286575857,East Midlands,Yorkshire and The Humber,Geddington,Hatfield
315,Tractor Unit,Curtain-Side 13.6M Trailer,SS17 9DY,NG31 7UH,51.510091,0.459598,52.888113,-0.634948,2024-01-17 09:30:00+00:00,2024-01-17 17:00:00+00:00,SMALL,OKAY,170.47113386560468,East Midlands,East of England,"South Kesteven, unparished area","Thurrock, unparished area"
316,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,BL9 7PJ,53.324964,-2.758291,53.592455,-2.270018,2024-01-12 14:00:00+00:00,2024-01-15 12:30:00+00:00,UNKNOWN_1,UNKNOWN_2,43.941763268939056,North West,North West,"Bury, unparished area","Halton, unparished area"
317,Tractor Unit,Curtain-Side 13.6M Trailer,OL15 8QF,LE19 1WY,53.634051,-2.1142,52.601576,-1.18816,2024-01-17 10:30:00+00:00,2024-01-17 17:00:00+00:00,SMALL,OKAY,130.421048415095,East Midlands,North West,Braunstone,"Rochdale, unparished area"
318,Tractor Unit,Curtain-Side 13.6M Trailer,BT66 6LN,DE14 1PT,54.465033,-6.359247,52.811918,-1.630808,2024-01-17 11:00:00+00:00,2024-01-17 12:00:00+00:00,VERY SMALL,BAD,361.8872833718859,West Midlands,,Burton,
319,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-16 22:17:00+00:00,2024-01-17 04:15:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
320,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,SP10 3UX,53.295391,-1.066283,51.212429,-1.518279,2024-01-19 20:56:00+00:00,2024-01-22 09:32:00+00:00,UNKNOWN_1,UNKNOWN_2,233.72138448705496,South East,East Midlands,Andover,
321,3.5 T Van,Box,ME16 0LE,WS11 7JZ,51.292639,0.493261,52.688219,-2.015907,2024-01-11 14:00:00+00:00,2024-01-12 10:00:00+00:00,UNKNOWN_1,UNKNOWN_2,231.56465859080467,West Midlands,South East,"Cannock Chase, unparished area",Aylesford
322,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,SK4 2JZ,53.295391,-1.066283,53.406521,-2.18479,2024-01-19 11:49:00+00:00,2024-01-19 14:23:05+00:00,SMALL,OKAY,75.28349522647257,North West,East Midlands,"Stockport, unparished area",
323,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-10 05:00:00+00:00,2024-01-10 13:00:00+00:00,UNKNOWN_1,UNKNOWN_2,198.05846923330537,East Midlands,South West,,Coleford
324,Tractor Unit,Box,BD12 7ER,BS35 3UT,53.753128,-1.722985,51.602493,-2.52138,2024-01-17 01:30:00+00:00,2024-01-17 07:30:00+00:00,UNKNOWN_1,UNKNOWN_2,245.19498424996058,South West,Yorkshire and The Humber,Thornbury,"Kirklees, unparished area"
325,Tractor Unit,Temperature-Controlled,PE15 0UW,RG21 6AB,52.51939,-0.000971,51.269448,-1.103727,2024-01-19 02:30:00+00:00,2024-01-19 07:30:00+00:00,UNKNOWN_1,UNKNOWN_2,158.29657777149268,South East,East of England,"Basingstoke and Deane, unparished area",Benwick
326,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,N17 0QJ,53.295391,-1.066283,51.605784,-0.048194,2024-01-18 16:56:00+00:00,2024-01-19 09:17:00+00:00,MEDIUM,OKAY,200.2006759540447,London,East Midlands,"Haringey, unparished area",
327,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-15 09:00:00+00:00,2024-01-15 17:30:00+00:00,VERY SMALL,GOOD,198.05846923330537,East Midlands,South West,,Coleford
328,3.5T Van,LWB Van,NE11 0JY,DE74 2TR,54.922706,-1.607332,52.829374,-1.332134,2024-01-19 18:25:00+00:00,2024-01-19 22:10:00+00:00,BIG,GOOD,233.53870411993177,East Midlands,North East,Castle Donington,"Gateshead, unparished area"
329,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-10 10:02:00+00:00,2024-01-10 16:00:00+00:00,VERY SMALL,BAD,198.05846923330537,East Midlands,South West,,Coleford
330,Tractor Unit,Curtain-Side 13.6M Trailer,WS10 7WL,B8 1AE,52.543992,-2.030867,52.482568,-1.868331,2024-01-17 09:30:00+00:00,2024-01-17 14:00:00+00:00,SMALL,BAD,12.951100919946557,West Midlands,West Midlands,"Birmingham, unparished area","Sandwell, unparished area"
331,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,SS2 4DQ,53.324964,-2.758291,51.555665,0.724353,2024-01-17 08:00:00+00:00,2024-01-17 15:00:00+00:00,VERY SMALL,GOOD,307.3326903089896,East of England,North West,"Southend-on-Sea, unparished area","Halton, unparished area"
332,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,CM19 5BD,53.462845,-2.896967,51.775406,0.075337,2024-01-12 02:41:13+00:00,2024-01-12 08:55:00+00:00,UNKNOWN_1,UNKNOWN_2,274.75856251137463,,North West,,"Liverpool, unparished area"
333,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-11 11:00:00+00:00,2024-01-11 17:00:00+00:00,VERY SMALL,OKAY,198.05846923330537,East Midlands,South West,,Coleford
334,Tractor Unit,Curtain-Side 13.6M Trailer,L33 3AN,CV23 8BQ,53.470807,-2.849187,52.356984,-1.173373,2024-01-17 07:00:00+00:00,2024-01-18 14:00:00+00:00,UNKNOWN_1,UNKNOWN_2,167.2722829326195,East Midlands,North West,Kilsby,"Knowsley, unparished area"
335,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2024-01-10 05:00:00+00:00,2024-01-10 08:45:00+00:00,BIG,GOOD,157.20403566063115,South East,East Midlands,"Reading, unparished area",Castle Donington
336,Tractor Unit,Curtain-Side 13.6M Trailer,DG16 5HT,L33 3AN,55.003467,-3.042858,53.470807,-2.849187,2024-01-15 11:00:00+00:00,2024-01-15 16:00:00+00:00,UNKNOWN_1,UNKNOWN_2,170.94157789810006,North West,North West,"Knowsley, unparished area",Kirkandrews
337,3.5T Van,Box,BD5 8LZ,S35 2PW,53.766832,-1.740516,53.476537,-1.471065,2024-01-20 23:15:00+00:00,2024-01-21 01:30:00+00:00,BIG,GOOD,36.85917427715874,Yorkshire and The Humber,Yorkshire and The Humber,Ecclesfield,"Bradford, unparished area"
338,3.5T Van,LWB Van,BS32 0BF,DE74 2TR,51.54695,-2.551256,52.829374,-1.332134,2024-01-18 16:15:00+00:00,2024-01-18 20:30:00+00:00,BIG,GOOD,165.0958229148429,East Midlands,South West,Castle Donington,Bradley Stoke
339,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-13 05:00:00+00:00,2024-01-13 11:00:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
340,3.5T Van,Box,BD5 8LZ,S35 2PW,53.766832,-1.740516,53.476537,-1.471065,2024-01-17 23:15:00+00:00,2024-01-18 01:30:00+00:00,BIG,GOOD,36.85917427715874,Yorkshire and The Humber,Yorkshire and The Humber,Ecclesfield,"Bradford, unparished area"
341,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,EN9 3BZ,53.295391,-1.066283,51.679126,-0.001579,2024-01-12 15:55:00+00:00,2024-01-13 12:15:00+00:00,MEDIUM,BAD,193.69576205390112,East of England,East Midlands,Waltham Abbey,
342,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,EH54 8TB,53.295391,-1.066283,55.902768,-3.581976,2024-01-16 10:22:00+00:00,2024-01-16 20:09:00+00:00,VERY SMALL,GOOD,332.1927896465237,,East Midlands,,
343,Tractor Unit,Tractor Only 6x2,DN3 3FF,DN3 3FF,53.537695,-1.031761,53.537695,-1.031761,2024-01-11 07:00:00+00:00,2024-01-11 18:00:00+00:00,SMALL,GOOD,0.0,Yorkshire and The Humber,Yorkshire and The Humber,Armthorpe,Armthorpe
344,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-17 15:47:00+00:00,2024-01-17 21:45:00+00:00,VERY SMALL,BAD,198.05846923330537,East Midlands,South West,,Coleford
345,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.764125,-1.740145,51.659325,-0.021793,2024-01-10 05:00:00+00:00,2024-01-10 12:43:00+00:00,SMALL,OKAY,261.1676762379297,,Yorkshire and The Humber,,"Bradford, unparished area"
346,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,NP16 6UD,53.295391,-1.066283,51.614678,-2.674519,2024-01-19 10:49:00+00:00,2024-01-19 19:03:00+00:00,UNKNOWN_1,UNKNOWN_2,216.39285045051335,,East Midlands,,
347,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-19 08:00:00+00:00,2024-01-20 14:00:00+00:00,SMALL,BAD,198.05846923330537,East Midlands,South West,,Coleford
348,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,LE9 8JE,53.566639,-0.919839,52.600338,-1.364144,2024-01-18 18:00:00+00:00,2024-01-19 15:59:00+00:00,SMALL,BAD,111.50464548274192,East Midlands,Yorkshire and The Humber,Peckleton,Hatfield
349,3.5T Van,Box,DE74 2HJ,CW1 6FB,52.849573,-1.348959,53.087056,-2.416485,2024-01-17 18:30:00+00:00,2024-01-17 21:30:00+00:00,UNKNOWN_1,UNKNOWN_2,76.23414315616299,North West,East Midlands,Crewe,Castle Donington
350,3.5T Van,Box,S35 2PW,RM9 6FF,53.476537,-1.471065,51.528556,0.143058,2024-01-20 01:15:00+00:00,2024-01-20 06:00:00+00:00,UNKNOWN_1,UNKNOWN_2,242.66069401980633,London,Yorkshire and The Humber,"Barking and Dagenham, unparished area",Ecclesfield
351,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,NR16 2JU,53.537133,-1.037405,52.469251,0.950736,2024-01-19 18:00:00+00:00,2024-01-22 09:30:00+00:00,VERY SMALL,OKAY,178.36369046790762,East of England,Yorkshire and The Humber,Snetterton,Armthorpe
352,Tractor Unit,Curtain-Side 13.6M Trailer,S9 1TZ,CW10 9JQ,53.397681,-1.401805,53.215501,-2.505481,2024-01-19 10:00:00+00:00,2024-01-19 17:00:00+00:00,VERY SMALL,VERY BAD,76.10072029091954,North West,Yorkshire and The Humber,Bostock,"Sheffield, unparished area"
353,Tractor Unit,Curtain-Side 13.6M Trailer,SS17 9DY,LE67 1UA,51.510091,0.459598,52.700602,-1.340811,2024-01-12 12:00:00+00:00,2024-01-15 08:00:00+00:00,SMALL,OKAY,180.7221713473635,East Midlands,East of England,Ellistown and Battleflat,"Thurrock, unparished area"
354,Tractor Unit,Box,BD12 7ER,HP2 7PZ,53.753128,-1.722985,51.771553,-0.439081,2024-01-17 22:30:00+00:00,2024-01-18 02:30:00+00:00,SMALL,OKAY,236.73550930567035,East of England,Yorkshire and The Humber,"Dacorum, unparished area","Kirklees, unparished area"
355,Tractor Unit,Temperature-Controlled,PE10 0AT,EN9 3BZ,52.768719,-0.35975,51.678414,-0.006624,2024-01-12 09:30:00+00:00,2024-01-12 18:00:00+00:00,UNKNOWN_1,UNKNOWN_2,123.63786052616719,East of England,East Midlands,Waltham Abbey,Bourne
356,Tractor Unit,Temperature-Controlled,DN15,EN9 3BZ,53.618497,-0.665484,51.678414,-0.006624,2024-01-11 21:30:00+00:00,2024-01-12 18:00:00+00:00,UNKNOWN_1,UNKNOWN_2,220.32530996305232,East of England,,Waltham Abbey,
357,3.5T Van,LWB Van,DE74 2TR,L24 8RF,52.829374,-1.332134,53.349124,-2.876108,2024-01-19 05:45:00+00:00,2024-01-19 10:00:00+00:00,BIG,GOOD,118.23316401471695,North West,East Midlands,"Liverpool, unparished area",Castle Donington
358,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,UB6 0DS,53.295391,-1.066283,51.540816,-0.335782,2024-01-11 15:55:00+00:00,2024-01-12 09:15:00+00:00,MEDIUM,BAD,201.35160791346013,,East Midlands,,
359,Tractor Unit,Curtain-Side 13.6M Trailer,WS10 7WL,LE67 1UA,52.543992,-2.030867,52.700602,-1.340811,2024-01-12 08:30:00+00:00,2024-01-12 12:00:00+00:00,SMALL,BAD,49.74476858750621,East Midlands,West Midlands,Ellistown and Battleflat,"Sandwell, unparished area"
360,Tractor Unit,Temperature-Controlled,DN15,EN9 3BZ,53.618497,-0.665484,51.678414,-0.006624,2024-01-16 21:30:00+00:00,2024-01-17 03:30:00+00:00,UNKNOWN_1,UNKNOWN_2,220.32530996305232,East of England,,Waltham Abbey,
361,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-12 03:02:00+00:00,2024-01-12 09:00:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
362,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-11 00:32:00+00:00,2024-01-11 06:30:00+00:00,SMALL,BAD,198.05846923330537,East Midlands,South West,,Coleford
363,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,EH54 8QX,53.295391,-1.066283,55.896335,-3.53565,2024-01-18 16:56:00+00:00,2024-01-19 13:17:00+00:00,VERY SMALL,GOOD,330.12755578866904,,East Midlands,,
364,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,SP4 7SQ,53.295391,-1.066283,51.177012,-1.757833,2024-01-19 12:56:00+00:00,2024-01-19 21:17:00+00:00,UNKNOWN_1,UNKNOWN_2,240.28648062330188,South West,East Midlands,Amesbury,
365,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2024-01-13 23:00:00+00:00,2024-01-14 07:00:00+00:00,SMALL,BAD,238.24175994489434,East of England,Yorkshire and The Humber,"Dacorum, unparished area","Bradford, unparished area"
366,Tractor Unit,Curtain-Side 13.6M Trailer,DG16 5HT,L33 3AN,55.003467,-3.042858,53.470807,-2.849187,2024-01-11 15:00:00+00:00,2024-01-12 15:59:00+00:00,UNKNOWN_1,UNKNOWN_2,170.94157789810006,North West,North West,"Knowsley, unparished area",Kirkandrews
367,Tractor Unit,Curtain-Side 13.6M Trailer,SG1 2DL,LE67 1UA,51.900329,-0.217132,52.700602,-1.340811,2024-01-17 16:00:00+00:00,2024-01-18 13:00:00+00:00,SMALL,OKAY,117.32297121614366,East Midlands,East of England,Ellistown and Battleflat,"Stevenage, unparished area"
368,3.5T Van,Box,S35 2PW,LU5 4TP,53.476537,-1.471065,51.897307,-0.50593,2024-01-20 01:00:00+00:00,2024-01-20 04:30:00+00:00,UNKNOWN_1,UNKNOWN_2,187.318952673672,East of England,Yorkshire and The Humber,Houghton Regis,Ecclesfield
369,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,ME10 2FD,53.295391,-1.066283,51.371411,0.745506,2024-01-10 09:55:00+00:00,2024-01-10 16:00:00+00:00,UNKNOWN_1,UNKNOWN_2,246.88661870756147,South East,East Midlands,"Swale, unparished area",
370,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,NW1 0JW,53.566639,-0.919839,51.540763,-0.135267,2024-01-17 18:00:00+00:00,2024-01-18 08:30:00+00:00,VERY SMALL,OKAY,231.4967110791251,London,Yorkshire and The Humber,"Camden, unparished area",Hatfield
371,Tractor Unit,Box,DN3 3FF,BT36 4PX,53.537912,-1.03357,54.671797,-6.000939,2024-01-16 23:00:00+00:00,2024-01-17 13:00:00+00:00,UNKNOWN_1,UNKNOWN_2,347.5348340876085,,Yorkshire and The Humber,,Armthorpe
372,3.5T Van,Box,S35 2PW,LS27 0FU,53.476537,-1.471065,53.734398,-1.604189,2024-01-20 03:45:00+00:00,2024-01-20 05:30:00+00:00,BIG,GOOD,29.997294094020972,Yorkshire and The Humber,Yorkshire and The Humber,Morley,Ecclesfield
373,Tractor Unit,Box,BD12 7ER,RG19 4BQ,53.753128,-1.722985,51.398689,-1.232386,2024-01-17 19:30:00+00:00,2024-01-18 02:30:00+00:00,MEDIUM,OKAY,263.9733673523327,South East,Yorkshire and The Humber,Thatcham,"Kirklees, unparished area"
374,Tractor Unit,Curtain-Side 13.6M Trailer,WN8 9QH,IM4 2AZ,53.528771,-2.765971,54.149865,-4.531765,2024-01-19 22:30:00+00:00,2024-01-20 10:00:00+00:00,UNKNOWN_1,UNKNOWN_2,134.91438731192136,,North West,,Up Holland
375,Tractor Unit,Curtain-Side 13.6M Trailer,M17 1RW,OX11 7HJ,53.47243,-2.332477,51.619116,-1.256855,2024-01-20 10:30:00+00:00,2024-01-20 16:00:00+00:00,UNKNOWN_1,UNKNOWN_2,218.59997696714436,South East,North West,Sutton Courtenay,"Trafford, unparished area"
376,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,SO40 2NB,53.566639,-0.919839,50.918466,-1.566884,2024-01-18 18:00:00+00:00,2024-01-19 15:59:00+00:00,VERY SMALL,BAD,297.8307266163869,South East,Yorkshire and The Humber,Copythorne,Hatfield
377,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,EH11 4DG,53.324964,-2.758291,55.925706,-3.304433,2024-01-15 14:00:00+00:00,2024-01-16 10:00:00+00:00,UNKNOWN_1,UNKNOWN_2,291.40739759279177,,North West,,"Halton, unparished area"
378,Tractor Unit,Temperature-Controlled,PE10 0AT,EN9 3BZ,52.768719,-0.35975,51.678414,-0.006624,2024-01-10 09:30:00+00:00,2024-01-10 13:00:00+00:00,UNKNOWN_1,UNKNOWN_2,123.63786052616719,East of England,East Midlands,Waltham Abbey,Bourne
379,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,NN6 7TZ,53.295391,-1.066283,52.35193,-1.144734,2024-01-15 04:00:00+00:00,2024-01-15 08:17:00+00:00,VERY SMALL,BAD,105.07338033783023,East Midlands,East Midlands,Crick,
380,Tractor Unit,Curtain-Side 13.6M Trailer,L33 3AN,SP4 7SQ,53.470807,-2.849187,51.177012,-1.757833,2024-01-19 16:00:00+00:00,2024-01-22 06:00:00+00:00,UNKNOWN_1,UNKNOWN_2,265.69872489605706,South West,North West,Amesbury,"Knowsley, unparished area"
381,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2024-01-16 18:50:00+00:00,2024-01-16 22:30:00+00:00,BIG,GOOD,181.23362306410493,East Midlands,,Castle Donington,
382,Tractor Unit,Curtain-Side 13.6M Trailer,CA10 2EY,DN8 5TE,54.622276,-2.710485,53.566639,-0.919839,2024-01-10 16:00:00+00:00,2024-01-12 16:00:00+00:00,UNKNOWN_1,UNKNOWN_2,165.61164824885594,Yorkshire and The Humber,North West,Hatfield,Clifton
383,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.764125,-1.740145,51.328048,0.877608,2024-01-10 04:00:00+00:00,2024-01-10 12:50:00+00:00,UNKNOWN_1,UNKNOWN_2,323.639756153718,South East,Yorkshire and The Humber,Faversham,"Bradford, unparished area"
384,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,N17 0QJ,53.295391,-1.066283,51.605784,-0.048194,2024-01-17 03:30:00+00:00,2024-01-17 10:17:00+00:00,MEDIUM,OKAY,200.2006759540447,London,East Midlands,"Haringey, unparished area",
385,Tractor Unit,Curtain-Side 13.6M Trailer,M17 1RW,OX11 7HJ,53.47243,-2.332477,51.619116,-1.256855,2024-01-15 06:30:00+00:00,2024-01-15 12:00:00+00:00,UNKNOWN_1,UNKNOWN_2,218.59997696714436,South East,North West,Sutton Courtenay,"Trafford, unparished area"
386,3.5T Van,LWB Van,L24 8RF,DE74 2TR,53.349124,-2.876108,52.829374,-1.332134,2024-01-11 19:25:00+00:00,2024-01-11 22:15:00+00:00,BIG,GOOD,118.23316401471695,East Midlands,North West,Castle Donington,"Liverpool, unparished area"
387,3.5T Van,Box,DE74 2HJ,RG19 4BQ,52.849573,-1.348959,51.399439,-1.23272,2024-01-16 18:30:00+00:00,2024-01-16 21:30:00+00:00,BIG,GOOD,161.49330404132945,South East,East Midlands,Thatcham,Castle Donington
388,Tractor Unit,Temperature-Controlled,PE10 0AT,EN9 3BZ,52.768719,-0.35975,51.678414,-0.006624,2024-01-11 09:30:00+00:00,2024-01-11 18:00:00+00:00,UNKNOWN_1,UNKNOWN_2,123.63786052616719,East of England,East Midlands,Waltham Abbey,Bourne
389,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2024-01-19 18:59:00+00:00,2024-01-20 14:25:00+00:00,UNKNOWN_1,UNKNOWN_2,240.0940560433558,South West,East Midlands,Amesbury,
390,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,CW1 6BA,53.324964,-2.758291,53.089276,-2.430937,2024-01-15 10:00:00+00:00,2024-01-15 13:30:00+00:00,SMALL,OKAY,34.10024826293287,North West,North West,Crewe,"Halton, unparished area"
391,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,DE72 2HP,53.462845,-2.896967,52.867015,-1.314862,2024-01-11 16:01:00+00:00,2024-01-12 06:25:00+00:00,VERY SMALL,OKAY,124.5856149820315,East Midlands,North West,Lockington-Hemington,"Liverpool, unparished area"
393,Tractor Unit,Curtain-Side 13.6M Trailer,L33 3AN,CV23 8YH,53.470807,-2.849187,52.352288,-1.176838,2024-01-15 14:00:00+00:00,2024-01-16 06:00:00+00:00,UNKNOWN_1,UNKNOWN_2,167.50785044420712,East Midlands,North West,Kilsby,"Knowsley, unparished area"
